,NUTS_ID_x,YYYY,KEY,HIT,SPE12_12,SPI12_12
846,DEA,1998,DEA1998,0.0,0.42813318967819214,0.2887972891330719
847,DEA,1999,DEA1999,0.0,-0.93251371383667,-0.8049392104148865
848,DEA,2000,DEA2000,0.0,-2.63861346244812,-3.432779550552368
849,DEA,2001,DEA2001,0.0,-0.0469355508685112,-0.022449422627687454
850,DEA,2002,DEA2002,0.0,0.4407512545585632,0.5534272193908691
851,DEA,2003,DEA2003,1.0,-2.5553247928619385,-2.119592666625977
852,DEA,2004,DEA2004,0.0,-0.44071507453918457,-0.5225817561149597
853,DEA,2005,DEA2005,0.0,-0.9815981984138488,-1.0373544692993164
854,DEA,2006,DEA2006,0.0,-1.5063081979751587,-1.5578955411911009
855,DEA,2007,DEA2007,0.0,0.3682150840759277,0.5529958009719849
856,DEA,2008,DEA2008,0.0,-1.0090886354446411,-1.0892236232757568
857,DEA,2009,DEA2009,0.0,-0.9624117612838744,-0.841072678565979
858,DEA,2010,DEA2010,0.0,-1.2089376449584959,-1.1335959434509275
859,DEA,2011,DEA2011,0.0,-2.0607950687408447,-1.9276671409606931
860,DEA,2012,DEA2012,0.0,-1.6419820785522459,-1.6840485334396362
861,DEB,1970,DEB1970,0.0,0.1317683607339859,0.12711484730243686
862,DEB,1971,DEB1971,0.0,-2.12550687789917,-2.5833194255828857
863,DEB,1972,DEB1972,0.0,-1.3118813037872314,-1.5870324373245241
864,DEB,1973,DEB1973,0.0,-1.6623464822769165,-2.0051119327545166
865,DEB,1974,DEB1974,0.0,-0.17609700560569766,-0.16919387876987454
866,DEB,1975,DEB1975,0.0,-1.754466891288757,-2.091207981109619
867,DEB,1976,DEB1976,1.0,-2.6140780448913574,-2.6552412509918213
868,DEB,1977,DEB1977,0.0,-0.20777417719364166,-0.5699957013130188
869,DEB,1978,DEB1978,0.0,-0.8891469240188599,-1.2271331548690796
870,DEB,1979,DEB1979,0.0,0.052825018763542175,-0.1671389490365982
871,DEB,1980,DEB1980,0.0,0.18667098879814148,-0.1883735954761505
872,DEB,1981,DEB1981,0.0,1.04969584941864,0.8706061244010925
873,DEB,1982,DEB1982,0.0,-0.7377150058746338,-0.6644036769866943
874,DEB,1983,DEB1983,0.0,-0.6357489228248596,-0.4345529079437256
875,DEB,1984,DEB1984,0.0,-0.024456804618239403,-0.0490473322570324
876,DEB,1985,DEB1985,0.0,-1.4109859466552734,-1.849810242652893
877,DEB,1986,DEB1986,0.0,-0.0018507689237594604,0.15075555443763733
878,DEB,1987,DEB1987,0.0,0.3964940011501312,0.2493894249200821
879,DEB,1988,DEB1988,0.0,0.3957979083061218,0.3000336289405823
880,DEB,1989,DEB1989,0.0,-1.0700690746307373,-1.163590669631958
881,DEB,1990,DEB1990,0.0,-0.6116431951522827,-0.3834008574485779
882,DEB,1991,DEB1991,0.0,-1.9664075374603271,-2.5314412117004395
883,DEB,1992,DEB1992,0.0,-0.5709764361381531,-0.4219032824039459
884,DEB,1993,DEB1993,0.0,-0.4334753751754761,-0.5527358651161194
885,DEB,1994,DEB1994,0.0,-0.7728413343429565,-0.8530876636505127
886,DEB,1995,DEB1995,0.0,-0.3364902138710022,-0.2373996824026108
887,DEB,1996,DEB1996,0.0,-1.6701219081878662,-2.061198711395264
888,DEB,1997,DEB1997,0.0,-1.219792723655701,-1.2850227355957031
889,DEB,1998,DEB1998,0.0,-0.1682261973619461,-0.18328218162059784
890,DEB,1999,DEB1999,0.0,-0.4396763145923615,-0.2666330933570862
891,DEB,2000,DEB2000,0.0,0.2851700782775879,0.2995658218860626
892,DEB,2001,DEB2001,0.0,-0.07958123832941055,0.06674238294363022
893,DEB,2002,DEB2002,0.0,0.3907399475574493,0.5370762944221497
894,DEB,2003,DEB2003,1.0,-2.646230459213257,-2.4687588214874268
895,DEB,2004,DEB2004,0.0,-1.1657476425170898,-1.251002311706543
896,DEB,2005,DEB2005,0.0,-1.5198878049850464,-1.8458909988403318
897,DEB,2006,DEB2006,0.0,-1.1234287023544312,-1.0865958929061892
898,DEB,2007,DEB2007,0.0,-0.6217589974403381,-0.2843025922775269
899,DEB,2008,DEB2008,0.0,-0.9250316619873048,-0.9898254275321959
900,DEB,2009,DEB2009,0.0,-0.8748898506164551,-0.778260350227356
901,DEB,2010,DEB2010,0.0,-1.3565192222595217,-1.3715345859527588
902,DEB,2011,DEB2011,1.0,-2.1333398818969727,-2.178874015808105
903,DEB,2012,DEB2012,0.0,-1.0611214637756348,-0.9659186005592346
904,DEC,1970,DEC1970,0.0,0.10767092555761336,0.36168137192726135
905,DEC,1971,DEC1971,0.0,-1.6860021352767944,-2.0841708183288574
906,DEC,1972,DEC1972,0.0,-1.1993892192840576,-1.4865785837173462
907,DEC,1973,DEC1973,0.0,-1.490790605545044,-1.8692563772201536
908,DEC,1974,DEC1974,0.0,-0.10224585235118866,0.11746175587177275
909,DEC,1975,DEC1975,0.0,-1.2760989665985107,-1.574542760848999
910,DEC,1976,DEC1976,1.0,-1.9684514999389648,-2.4192211627960205
911,DEC,1977,DEC1977,0.0,0.6078022122383118,0.5343976020812988
912,DEC,1978,DEC1978,0.0,0.0302418302744627,-0.07029397785663605
913,DEC,1979,DEC1979,0.0,0.6635865569114685,0.6651089787483215
914,DEC,1980,DEC1980,0.0,0.9413347244262696,0.7058840990066528
915,DEC,1981,DEC1981,0.0,1.822553753852844,1.2258752584457395
916,DEC,1982,DEC1982,0.0,0.02666640840470791,0.307892382144928
917,DEC,1983,DEC1983,0.0,-0.2820954620838165,0.05209740996360779
918,DEC,1984,DEC1984,0.0,0.7232502698898315,0.7047258019447327
919,DEC,1985,DEC1985,0.0,-1.24504292011261,-1.5843132734298706
920,DEC,1986,DEC1986,0.0,0.3296758234500885,0.3900272250175476
921,DEC,1987,DEC1987,0.0,0.6803885698318481,0.5444920063018799
922,DEC,1988,DEC1988,0.0,0.4456025958061218,0.5156947374343872
923,DEC,1989,DEC1989,0.0,-0.5728015899658203,-0.22928041219711304
924,DEC,1990,DEC1990,0.0,-0.21729536354541776,0.09391646832227707
925,DEC,1991,DEC1991,0.0,-1.5607360601425169,-1.6920645236968994
926,DEC,1992,DEC1992,0.0,-0.5636262893676758,-0.3904498517513275
927,DEC,1993,DEC1993,0.0,-0.0691511332988739,0.12923398613929749
928,DEC,1994,DEC1994,0.0,-0.21545051038265228,-0.07595356553792952
929,DEC,1995,DEC1995,0.0,0.8416218161582947,1.0641551017761228
930,DEC,1996,DEC1996,0.0,-1.2358475923538208,-1.6585361957550049
931,DEC,1997,DEC1997,0.0,-0.7108282446861267,-0.4840410947799682
932,DEC,1998,DEC1998,0.0,0.08671744912862778,0.13175220787525174
933,DEC,1999,DEC1999,0.0,0.0387696847319603,0.19375163316726685
934,DEC,2000,DEC2000,0.0,0.9985329508781432,1.0887271165847778
935,DEC,2001,DEC2001,0.0,0.5347530245780945,0.7578039169311523
936,DEC,2002,DEC2002,0.0,0.4882857203483582,0.6389333009719849
937,DEC,2003,DEC2003,1.0,-1.994061589241028,-2.0007152557373047
938,DEC,2004,DEC2004,0.0,-0.6954795122146606,-0.7914292812347412
939,DEC,2005,DEC2005,0.0,-1.3830432891845703,-1.5252597332000732
940,DEC,2006,DEC2006,0.0,-0.7181906700134277,-0.5497720241546631
941,DEC,2007,DEC2007,0.0,-0.12483105063438416,0.09299410879611968
942,DEC,2008,DEC2008,0.0,-0.577771782875061,-0.5274005532264711
943,DEC,2009,DEC2009,0.0,-0.651257336139679,-0.4073725938796997
944,DEC,2010,DEC2010,0.0,-0.5217395424842834,-0.3563862442970276
945,DEC,2011,DEC2011,0.0,-1.4851230382919312,-1.4481775760650637
946,DEC,2012,DEC2012,0.0,-0.7608345150947571,-0.5584380626678467
947,DED,1970,DED1970,0.0,0.22317564487457275,0.2163592278957367
948,DED,1971,DED1971,0.0,-1.488342046737671,-1.5471724271774292
949,DED,1972,DED1972,0.0,-1.5806995630264282,-1.9039326906204224
950,DED,1973,DED1973,0.0,-1.2307177782058716,-1.2017813920974731
951,DED,1974,DED1974,0.0,0.5697049498558044,0.5000739693641663
952,DED,1975,DED1975,0.0,-1.267472505569458,-1.480720281600952
953,DED,1976,DED1976,0.0,-2.005265474319458,-2.561910390853882
954,DED,1977,DED1977,0.0,0.4854902923107147,0.3819668591022492
955,DED,1978,DED1978,0.0,0.026706937700510025,-0.2778669893741608
956,DED,1979,DED1979,0.0,-0.3063284754753113,-0.4056980013847351
957,DED,1980,DED1980,0.0,0.4355807304382324,0.15024898946285248
958,DED,1981,DED1981,0.0,1.3217971324920654,0.9099177718162536
959,DED,1982,DED1982,0.0,-2.051450252532959,-2.528369903564453
960,DED,1983,DED1983,0.0,-0.9198506474494934,-0.933625340461731
961,DED,1984,DED1984,0.0,-0.4893780648708344,-0.9622838497161864
962,DED,1985,DED1985,0.0,-1.4675108194351196,-1.7269997596740725
963,DED,1986,DED1986,0.0,-0.036556165665388114,0.055345389991998666
964,DED,1987,DED1987,0.0,0.4192215800285339,0.2501789629459381
965,DED,1988,DED1988,0.0,-0.3150976002216339,-0.543571412563324
966,DED,1989,DED1989,0.0,-1.4602047204971311,-1.5140113830566406
967,DED,1990,DED1990,0.0,-1.3152363300323486,-1.211554765701294
968,DED,1991,DED1991,0.0,-1.8524994850158687,-1.7147632837295532
969,DED,1992,DED1992,1.0,-1.3142143487930298,-1.1073192358016968
970,DED,1993,DED1993,0.0,-0.4925679266452789,-0.3488887846469879
971,DED,1994,DED1994,0.0,-0.13239550590515134,0.07296137511730194
972,DED,1995,DED1995,0.0,0.16612499952316284,0.4364739358425141
973,DED,1996,DED1996,0.0,-0.8270484805107117,-1.2547160387039185
974,DED,1997,DED1997,0.0,-0.9523406624794006,-0.8951166272163391
975,DED,1998,DED1998,0.0,0.2688496708869934,0.16882440447807312
976,DED,1999,DED1999,0.0,-0.8760135769844055,-1.0727704763412476
977,DED,2000,DED2000,0.0,-0.7965757250785828,-0.8198134303092957
978,DED,2001,DED2001,0.0,0.05103495344519615,0.0008006137213669717
979,DED,2002,DED2002,0.0,0.25007644295692444,0.3726422190666199
980,DED,2003,DED2003,1.0,-2.484973669052124,-2.4073240756988525
981,DED,2004,DED2004,0.0,-0.474516749382019,-0.325877457857132
982,DED,2005,DED2005,0.0,-0.6760337948799133,-0.3118208944797516
983,DED,2006,DED2006,0.0,-1.8799803256988523,-1.6923775672912598
984,DED,2007,DED2007,0.0,-0.6437662243843079,-0.2809450328350067
985,DED,2008,DED2008,0.0,-0.5880911350250244,-0.5585972666740417
986,DED,2009,DED2009,0.0,-0.4259319305419922,0.0722847431898117
987,DED,2010,DED2010,0.0,1.1356420516967771,1.2698326110839844
988,DED,2011,DED2011,1.0,-1.2792154550552368,-0.9301347732543944
989,DED,2012,DED2012,0.0,-0.9214746356010436,-0.448354572057724
990,DEE,1970,DEE1970,0.0,0.8449321389198303,0.7957684993743896
991,DEE,1971,DEE1971,0.0,-2.0520343780517583,-2.0541141033172607
992,DEE,1972,DEE1972,0.0,-0.8475840091705322,-1.089697241783142
993,DEE,1973,DEE1973,0.0,-1.168528437614441,-1.5112160444259644
994,DEE,1974,DEE1974,0.0,-0.09537588804960252,-0.3102847933769226
995,DEE,1975,DEE1975,0.0,-2.011645555496216,-2.067586660385132
996,DEE,1976,DEE1976,0.0,-2.0721917152404785,-2.5154438018798833
997,DEE,1977,DEE1977,0.0,0.3914163112640381,0.2522587776184082
998,DEE,1978,DEE1978,0.0,-0.7447100281715393,-1.1421762704849243
999,DEE,1979,DEE1979,0.0,-0.892316997051239,-1.171679973602295
1000,DEE,1980,DEE1980,0.0,-0.33716943860054016,-0.5130118131637573
1001,DEE,1981,DEE1981,0.0,1.0203518867492676,0.7657549977302551
1002,DEE,1982,DEE1982,0.0,-2.18448805809021,-2.6219093799591064
1003,DEE,1983,DEE1983,0.0,-0.760964035987854,-0.4133084714412689
1004,DEE,1984,DEE1984,0.0,0.0333099402487278,-0.38965097069740295
1005,DEE,1985,DEE1985,0.0,-1.177348017692566,-1.6383438110351562
1006,DEE,1986,DEE1986,0.0,0.13197149336338046,0.07890123128890991
1007,DEE,1987,DEE1987,0.0,0.5034896731376648,0.048480506986379616
1008,DEE,1988,DEE1988,0.0,-0.5894988775253296,-1.003482460975647
1009,DEE,1989,DEE1989,0.0,-1.895252585411072,-1.9182045459747317
1010,DEE,1990,DEE1990,0.0,-1.399290680885315,-1.5198912620544434
1011,DEE,1991,DEE1991,0.0,-2.01843810081482,-2.2241015434265137
1012,DEE,1992,DEE1992,1.0,-0.8953400254249573,-0.42225250601768494
1013,DEE,1993,DEE1993,0.0,0.15718241035938266,0.30108505487442017
1014,DEE,1994,DEE1994,0.0,0.2808871269226074,0.6068249344825745
1015,DEE,1995,DEE1995,0.0,-0.858903706073761,-0.6321417093276978
1016,DEE,1996,DEE1996,0.0,-1.1702638864517212,-1.6772695779800415
1017,DEE,1997,DEE1997,0.0,-1.2580718994140625,-1.2547223567962646
1018,DEE,1998,DEE1998,0.0,0.19683687388896945,-0.037522144615650184
1019,DEE,1999,DEE1999,0.0,-0.9947453141212464,-1.043380856513977
1020,DEE,2000,DEE2000,0.0,-0.6519711017608643,-0.91590416431427
1021,DEE,2001,DEE2001,0.0,0.09645416587591173,-0.1330067217350006
1022,DEE,2002,DEE2002,0.0,1.2339346408843994,1.2069798707962036
1023,DEE,2003,DEE2003,1.0,-2.3737616539001465,-1.9286034107208248
1024,DEE,2004,DEE2004,0.0,-0.42541074752807617,-0.29880499839782715
1025,DEE,2005,DEE2005,0.0,-0.8279893398284912,-0.718349814414978
1026,DEE,2006,DEE2006,0.0,-2.441852569580078,-1.9647188186645508
1027,DEE,2007,DEE2007,0.0,0.3373316526412964,1.0359057188034058
1028,DEE,2008,DEE2008,0.0,-0.5756131410598755,-0.2412479966878891
1029,DEE,2009,DEE2009,0.0,-0.58819180727005,-0.35607635974884033
1030,DEE,2010,DEE2010,0.0,-0.10556784272193907,0.014641661196947096
1031,DEE,2011,DEE2011,0.0,-2.1521649360656743,-1.666211724281311
1032,DEE,2012,DEE2012,0.0,-1.354628086090088,-1.2108643054962158
1033,DEG,1970,DEG1970,0.0,0.4488738477230072,0.44832608103752136
1034,DEG,1971,DEG1971,0.0,-2.293076038360596,-2.257063627243042
1035,DEG,1972,DEG1972,0.0,-1.1484540700912476,-1.5026735067367554
1036,DEG,1973,DEG1973,0.0,-1.1437928676605225,-1.3740904331207275
1037,DEG,1974,DEG1974,0.0,0.1910698115825653,0.18255458772182465
1038,DEG,1975,DEG1975,0.0,-1.4168590307235718,-1.641619324684143
1039,DEG,1976,DEG1976,0.0,-2.282125949859619,-2.390875577926636
1040,DEG,1977,DEG1977,0.0,0.2842274308204651,0.0913148894906044
1041,DEG,1978,DEG1978,0.0,-0.7187523245811462,-1.052061915397644
1042,DEG,1979,DEG1979,0.0,-0.9294360280036926,-1.171313762664795
1043,DEG,1980,DEG1980,0.0,-0.2709399461746216,-0.6435592770576477
1044,DEG,1981,DEG1981,0.0,1.0430264472961426,0.8245227336883545
1045,DEG,1982,DEG1982,0.0,-2.2334139347076416,-2.524552822113037
1046,DEG,1983,DEG1983,0.0,-1.088826060295105,-1.066755294799805
1047,DEG,1984,DEG1984,0.0,0.01755407266318798,-0.3364991545677185
1048,DEG,1985,DEG1985,0.0,-1.276663303375244,-1.7711943387985232
1049,DEG,1986,DEG1986,0.0,0.11765454709529875,0.14148518443107605
1050,DEG,1987,DEG1987,0.0,0.4778418242931366,0.21747642755508426
1051,DEG,1988,DEG1988,0.0,-0.6122909784317017,-0.7293007969856262
1052,DEG,1989,DEG1989,0.0,-1.2422765493392944,-1.321828842163086
1053,DEG,1990,DEG1990,0.0,-1.3943969011306765,-1.4764953851699831
1054,DEG,1991,DEG1991,0.0,-2.0853166580200195,-2.668906688690185
1055,DEG,1992,DEG1992,0.0,-1.0022245645523071,-0.622588574886322
1056,DEG,1993,DEG1993,0.0,-0.5981940627098083,-0.3974505662918091
1057,DEG,1994,DEG1994,0.0,-0.4093609750270844,0.036827195435762405
1058,DEG,1995,DEG1995,0.0,0.031392864882946014,0.29138028621673584
1059,DEG,1996,DEG1996,0.0,-0.8729796409606934,-1.1385997533798218
1060,DEG,1997,DEG1997,0.0,-1.2132012844085691,-1.3436821699142456
1061,DEG,1998,DEG1998,0.0,0.4213716387748718,0.30603983998298645
1062,DEG,1999,DEG1999,0.0,-0.362150102853775,-0.3265263140201569
1063,DEG,2000,DEG2000,0.0,-0.500015139579773,-0.5260999202728271
1064,DEG,2001,DEG2001,0.0,0.10416225343942642,0.26265862584114075
1065,DEG,2002,DEG2002,0.0,0.7531522512435913,0.629727303981781
1066,DEG,2003,DEG2003,0.0,-2.3896808624267583,-2.1903467178344727
1067,DEG,2004,DEG2004,0.0,-0.4266620874404907,-0.30302441120147705
1068,DEG,2005,DEG2005,0.0,-1.0752061605453491,-1.0350728034973145
1069,DEG,2006,DEG2006,1.0,-1.6239070892333984,-1.1629056930541992
1070,DEG,2007,DEG2007,0.0,0.7153368592262268,1.1659492254257202
1071,DEG,2008,DEG2008,0.0,-1.1469666957855225,-1.278554916381836
1072,DEG,2009,DEG2009,0.0,-0.2548724114894867,-0.05859171599149704
1073,DEG,2010,DEG2010,0.0,-0.4567962884902954,-0.2357041835784912
1074,DEG,2011,DEG2011,0.0,-2.0826692581176762,-1.5367666482925415
1075,DEG,2012,DEG2012,0.0,-1.0385066270828247,-0.8292160630226135
1076,DK,1970,DK1970,0.0,-0.18609121441841125,0.12740203738212585
1077,DK,1971,DK1971,0.0,-1.6213576793670654,-1.7657612562179563
1078,DK,1972,DK1972,0.0,-1.7773910760879517,-1.9260014295578003
1079,DK,1973,DK1973,0.0,-1.5723369121551514,-1.6212958097457886
1080,DK,1974,DK1974,0.0,-0.6761224865913391,-0.4391458332538605
1081,DK,1975,DK1975,0.0,-2.0218851566314697,-2.479379415512085
1082,DK,1976,DK1976,1.0,-2.3093693256378174,-2.439466953277588
1083,DK,1977,DK1977,0.0,-0.8118418455123901,-0.6214780211448669
1084,DK,1978,DK1978,0.0,-0.9509015083312988,-0.8325074315071106
1085,DK,1979,DK1979,0.0,-0.13747352361679074,-0.25301289558410645
1086,DK,1980,DK1980,0.0,0.20810748636722565,0.5144734978675842
1087,DK,1981,DK1981,0.0,0.1203421875834465,0.31510570645332336
1088,DK,1982,DK1982,0.0,-0.983314335346222,-1.0264549255371094
1089,DK,1983,DK1983,0.0,-0.8947075009346008,-0.7258190512657166
1090,DK,1984,DK1984,0.0,-0.4361379146575928,-0.5926443934440613
1091,DK,1985,DK1985,0.0,-0.20569227635860446,-0.1286538541316986
1092,DK,1986,DK1986,0.0,-1.39925217628479,-1.3612964153289795
1093,DK,1987,DK1987,0.0,-0.3726828992366791,-0.4552508294582367
1094,DK,1988,DK1988,0.0,-0.4646528363227844,-0.5907246470451355
1095,DK,1989,DK1989,0.0,-2.1203103065490723,-1.959429383277893
1096,DK,1990,DK1990,0.0,-0.5560901165008545,-0.38870054483413696
1097,DK,1991,DK1991,0.0,-1.484447956085205,-1.5392407178878784
1098,DK,1992,DK1992,0.0,-1.1662341356277466,-0.7023953199386597
1099,DK,1993,DK1993,0.0,-0.6764497756958008,-0.4618216753005981
1100,DK,1994,DK1994,0.0,0.1602274775505066,0.34248626232147217
1101,DK,1995,DK1995,0.0,-1.2184209823608398,-1.2777096033096311
1102,DK,1996,DK1996,0.0,-2.1790196895599365,-2.5557126998901367
1103,DK,1997,DK1997,0.0,-1.640777826309204,-1.5440133810043335
1104,DK,1998,DK1998,0.0,0.23695237934589386,0.288269579410553
1105,DK,1999,DK1999,0.0,0.2354540526866913,0.008706649765372276
1106,DK,2000,DK2000,0.0,-1.0592118501663208,-0.9869970083236694
1107,DK,2001,DK2001,0.0,-0.3067496120929718,-0.5055938363075256
1108,DK,2002,DK2002,0.0,0.20927442610263824,0.4969573020935058
1109,DK,2003,DK2003,0.0,-1.6340181827545166,-1.8156486749649048
1110,DK,2004,DK2004,0.0,0.16263625025749207,-0.0841921865940094
1111,DK,2005,DK2005,0.0,-1.6648322343826294,-1.2221171855926514
1112,DK,2006,DK2006,0.0,-0.8956266045570374,-1.0460269451141355
1113,DK,2007,DK2007,0.0,0.5157504081726074,0.3626853227615357
1114,DK,2008,DK2008,1.0,-1.0157340764999392,-0.8789768815040588
1115,DK,2009,DK2009,0.0,-0.7799900770187378,-0.6977649927139282
1116,DK,2010,DK2010,0.0,-0.9956356287002563,-1.111054301261902
1117,DK,2011,DK2011,0.0,-0.2719314396381378,-0.12018713355064392
1118,DK,2012,DK2012,0.0,-1.0304161310195925,-0.8961037397384644
1119,FR10,1970,FR101970,0.0,-0.012859300710260868,-0.17043577134609222
1120,FR10,1971,FR101971,0.0,-1.3506945371627808,-1.5849757194519043
1121,FR10,1972,FR101972,0.0,0.0070583769120275966,-0.1812702566385269
1122,FR10,1973,FR101973,0.0,-0.8851820826530457,-0.9036933183670044
1123,FR10,1974,FR101974,0.0,0.4208323657512665,0.436289131641388
1124,FR10,1975,FR101975,0.0,-0.2995654940605164,-0.4193490147590637
1125,FR10,1976,FR101976,1.0,-2.404172420501709,-2.672683954238892
1126,FR10,1977,FR101977,0.0,0.3944786190986633,0.3696946799755096
1127,FR10,1978,FR101978,0.0,0.6235723495483398,0.4563432931900024
1128,FR10,1979,FR101979,0.0,0.8521532416343689,0.6015803217887878
1129,FR10,1980,FR101980,0.0,0.5263457298278809,0.29641592502593994
1130,FR10,1981,FR101981,0.0,1.3234035968780518,1.0902762413024902
1131,FR10,1982,FR101982,0.0,0.17504040896892548,0.4226113855838776
1132,FR10,1983,FR101983,0.0,-0.34352582693099976,-0.10571010410785676
1133,FR10,1984,FR101984,0.0,0.7328732013702393,0.7837842106819153
1134,FR10,1985,FR101985,0.0,-1.2181166410446167,-1.4714126586914062
1135,FR10,1986,FR101986,0.0,-0.2718860805034637,-0.22542841732501984
1136,FR10,1987,FR101987,0.0,0.712367594242096,0.471898764371872
1137,FR10,1988,FR101988,0.0,0.7961718440055847,0.694789707660675
1138,FR10,1989,FR101989,0.0,-1.3442529439926147,-1.2409199476242063
1139,FR10,1990,FR101990,0.0,-1.5412784814834597,-1.5769517421722412
1140,FR10,1991,FR101991,0.0,-1.2885452508926392,-1.4983868598937988
1141,FR10,1992,FR101992,0.0,-1.3534431457519531,-1.5560694932937622
1142,FR10,1993,FR101993,0.0,0.0409867987036705,-0.03261009231209755
1143,FR10,1994,FR101994,0.0,0.21062712371349332,0.4852922558784485
1144,FR10,1995,FR101995,0.0,-0.10330474376678468,0.14163650572299954
1145,FR10,1996,FR101996,0.0,-1.2991182804107666,-1.67035973072052
1146,FR10,1997,FR101997,0.0,-0.4854548573493958,-0.1789691001176834
1147,FR10,1998,FR101998,0.0,0.11398084461688995,0.07618813216686249
1148,FR10,1999,FR101999,0.0,0.5629785656929016,0.884319543838501
1149,FR10,2000,FR102000,0.0,1.4671530723571775,1.5264527797698977
1150,FR10,2001,FR102001,0.0,1.5879740715026855,1.5844509601593018
1151,FR10,2002,FR102002,0.0,-0.1758262813091278,-0.1397126019001007
1152,FR10,2003,FR102003,0.0,-1.779863357543945,-1.5956798791885376
1153,FR10,2004,FR102004,0.0,-0.8111652135848999,-1.0384310483932495
1154,FR10,2005,FR102005,0.0,-1.8069716691970823,-2.346824407577514
1155,FR10,2006,FR102006,0.0,-0.8304635882377625,-0.6492581963539124
1156,FR10,2007,FR102007,0.0,-0.2785011529922485,-0.4226570129394531
1157,FR10,2008,FR102008,0.0,-0.9878012537956238,-1.1209630966186523
1158,FR10,2009,FR102009,0.0,-1.4543145895004272,-1.4015268087387085
1159,FR10,2010,FR102010,0.0,-0.9520957469940186,-0.8294677138328552
1160,FR10,2011,FR102011,0.0,-1.341684341430664,-1.1513320207595823
1161,FR10,2012,FR102012,0.0,-0.5734591484069824,-0.38278210163116455
1162,FR21,1970,FR211970,0.0,-0.22398076951503754,-0.3480634689331055
1163,FR21,1971,FR211971,0.0,-1.9827008247375488,-2.446890354156494
1164,FR21,1972,FR211972,0.0,-0.9890761375427246,-1.2123106718063354
1165,FR21,1973,FR211973,0.0,-1.3821007013320925,-1.7048259973526
1166,FR21,1974,FR211974,0.0,0.15988551080226898,0.1417141556739807
1167,FR21,1975,FR211975,0.0,-1.3441470861434937,-1.6606323719024658
1168,FR21,1976,FR211976,0.0,-2.854295492172241,-3.048924684524536
1169,FR21,1977,FR211977,0.0,-0.0850059986114502,-0.27068403363227844
1170,FR21,1978,FR211978,0.0,-0.3228572905063629,-0.4615474939346314
1171,FR21,1979,FR211979,0.0,0.437879741191864,0.4527698755264282
1172,FR21,1980,FR211980,0.0,0.22081634402275085,0.014870538376271725
1173,FR21,1981,FR211981,0.0,1.48846697807312,1.3118637800216677
1174,FR21,1982,FR211982,0.0,-0.07490340620279312,0.03744049370288849
1175,FR21,1983,FR211983,0.0,-0.259396493434906,-0.18631474673748016
1176,FR21,1984,FR211984,0.0,0.19897811114788053,0.08641521632671356
1177,FR21,1985,FR211985,0.0,-1.3265169858932495,-1.6843831539154053
1178,FR21,1986,FR211986,0.0,-0.23645325005054474,-0.1980609595775604
1179,FR21,1987,FR211987,0.0,-0.0002987052721437067,-0.2097393423318863
1180,FR21,1988,FR211988,0.0,0.7986652851104736,0.7783951163291931
1181,FR21,1989,FR211989,0.0,-1.2501075267791748,-1.4810328483581543
1182,FR21,1990,FR211990,0.0,-0.9336879253387452,-0.6716855764389038
1183,FR21,1991,FR211991,0.0,-1.4672943353652954,-1.7088595628738403
1184,FR21,1992,FR211992,0.0,-0.8772846460342407,-0.6586839556694031
1185,FR21,1993,FR211993,0.0,-0.12621697783470154,-0.009961961768567562
1186,FR21,1994,FR211994,0.0,-0.5292174816131592,-0.3229339122772217
1187,FR21,1995,FR211995,0.0,0.36345311999320973,0.5583208203315735
1188,FR21,1996,FR211996,0.0,-1.1329693794250488,-1.3791604042053225
1189,FR21,1997,FR211997,0.0,-0.899436354637146,-0.85614413022995
1190,FR21,1998,FR211998,0.0,-0.644693911075592,-0.5976681709289551
1191,FR21,1999,FR211999,0.0,0.3780585527420044,0.6438766121864319
1192,FR21,2000,FR212000,0.0,0.4309691488742829,0.6379979252815247
1193,FR21,2001,FR212001,0.0,1.3026249408721924,1.2846032381057741
1194,FR21,2002,FR212002,0.0,-0.4171583950519562,-0.4185763299465179
1195,FR21,2003,FR212003,0.0,-2.1944441795349117,-2.0093977451324463
1196,FR21,2004,FR212004,0.0,-0.9224320650100708,-1.359652042388916
1197,FR21,2005,FR212005,0.0,-1.5855998992919922,-2.1644089221954346
1198,FR21,2006,FR212006,0.0,-0.8050370216369629,-0.9270392656326294
1199,FR21,2007,FR212007,0.0,-0.3779946565628052,-0.4497964680194855
1200,FR21,2008,FR212008,0.0,-0.3370454609394073,-0.4961907267570496
1201,FR21,2009,FR212009,0.0,-1.2778770923614502,-1.4180756807327268
1202,FR21,2010,FR212010,0.0,-1.0030919313430786,-1.2364941835403442
1203,FR21,2011,FR212011,0.0,-1.7499504089355469,-2.1903743743896484
1204,FR21,2012,FR212012,0.0,-1.120888113975525,-1.3620823621749878
1205,FR22,1970,FR221970,0.0,-0.4833915829658508,-0.533731997013092
1206,FR22,1971,FR221971,0.0,-1.5112651586532593,-1.666845202445984
1207,FR22,1972,FR221972,0.0,-0.5212946534156799,-0.7633591890335083
1208,FR22,1973,FR221973,0.0,-1.5180108547210691,-1.6269757747650146
1209,FR22,1974,FR221974,0.0,0.2478037923574448,0.32184943556785583
1210,FR22,1975,FR221975,0.0,-0.7648232579231262,-0.9314594268798828
1211,FR22,1976,FR221976,0.0,-2.8673725128173833,-3.111580610275269
1212,FR22,1977,FR221977,0.0,-0.048382490873336785,-0.20741061866283414
